priority,barcode,product,odoo_category,shopify_state,days_since_first_stocked,in_store_rev_30d_EGP,in_store_gp_30d_EGP,units_30d,stock_on_hand,stock_at_cost_EGP,wave
3610,4001590698099,449-1 Girls' hair elastic,Clothing,NOT_IN_SHOPIFY,117,35,19,1,6,68,"Wave 1 — in stock, new arrival"
3611,4001590699099,449-2 bow clip,Clothing,NOT_IN_SHOPIFY,117,35,19,1,6,68,"Wave 1 — in stock, new arrival"
3612,4000190359099,1 Hair Clip,Clothing,NOT_IN_SHOPIFY,377,45,26,1,6,80,"Wave 2 — in stock, existing range"
3613,4000190334099,76 Hair Accessory - Elastic,Clothing,NOT_IN_SHOPIFY,377,45,26,1,1,13,"Wave 2 — in stock, existing range"
3614,6223007320856,Mafia Board Game,Toys (Consignment),ACTIVE_UNPUBLISHED,751,590,105,2,0,0,"Wave 4 — needs reorder, older range"
3615,1023850734004,0558 Pantie,Clothing,ACTIVE_UNPUBLISHED,553,133,26,2,3,136,"Wave 2 — in stock, existing range"
3616,1060134686099,نوتة سلك مائية A5 اشكال  2134-7,School,ACTIVE_UNPUBLISHED,83,219,77,1,0,0,"Wave 3 — needs reorder, new range"
3617,2073870526099,5203-1 صياد سمك ,Toys (Consignment),ACTIVE_UNPUBLISHED,116,339,77,1,0,0,"Wave 3 — needs reorder, new range"
3618,2025010107868,KSY911 DIY HAIR BRAIDER,Toys (Consignment),ACTIVE_UNPUBLISHED,64,365,77,1,0,0,"Wave 3 — needs reorder, new range"
3619,8001619302815,[8001619302815] Gift Card M-K,Various (Consignment),NOT_IN_SHOPIFY,753,69,26,10,77,270,"Wave 2 — in stock, existing range"
3620,1071452474099,[1071452474099] Jumbo Birthday Candle - Number 3,Various,NOT_IN_SHOPIFY,581,75,26,2,1,20,"Wave 2 — in stock, existing range"
3621,8003511409579,[8003511409579] Carioca Jumbo Fabric Felt Tip Markers 12 Colors,School,ACTIVE_UNPUBLISHED,756,336,103,1,0,0,"Wave 4 — needs reorder, older range"
3622,4892900880365,88036 Tyrannosaurs rex,Toys,ACTIVE_UNPUBLISHED,103,275,76,1,0,0,"Wave 3 — needs reorder, new range"
3623,1071493690099,[10714-808-1] Party Hat Medium - Multicolor,Party,NOT_IN_SHOPIFY,137,100,26,4,3,46,"Wave 2 — in stock, existing range"
3624,4000191220099,2 Girls Hair Elastic,Various,NOT_IN_SHOPIFY,253,48,26,2,7,56,"Wave 2 — in stock, existing range"
3625,2036585358099,271005 Cap,Clothing (Consignment),ACTIVE_UNPUBLISHED,96,285,76,2,0,0,"Wave 3 — needs reorder, new range"
3626,20701034099,Handball - Assorted Designs,Toys,NOT_IN_SHOPIFY,751,144,26,1,10,1007,"Wave 2 — in stock, existing range"
3627,2220000002367,Tote Bag (Large) - M-O,School (Consignment),ACTIVE_UNPUBLISHED,567,450,102,1,0,0,"Wave 4 — needs reorder, older range"
3628,2220000003159,Drawstring Bag - Gymnastics,School (Consignment),ACTIVE_UNPUBLISHED,567,450,102,1,0,0,"Wave 4 — needs reorder, older range"
3629,2220000002368,Tote Bag (Large) - Cats,School (Consignment),ACTIVE_UNPUBLISHED,567,450,102,1,0,0,"Wave 4 — needs reorder, older range"
3630,2220000002372,Tote Bag (Large) - B-R,School (Consignment),ACTIVE_UNPUBLISHED,567,450,102,1,0,0,"Wave 4 — needs reorder, older range"
3631,2220000002375,Tote Bag (Large) - Unicorn,School (Consignment),ACTIVE_UNPUBLISHED,567,450,102,1,0,0,"Wave 4 — needs reorder, older range"
3632,2220000003157,Drawstring Bag - Cats,School (Consignment),ACTIVE_UNPUBLISHED,567,450,102,1,0,0,"Wave 4 — needs reorder, older range"
3633,2220000002365,Tote Bag (Large) - Stitch,School (Consignment),ACTIVE_UNPUBLISHED,567,450,102,1,0,0,"Wave 4 — needs reorder, older range"
3634,2220000002383,Tote Bag (Large) - Gamer,School (Consignment),ACTIVE_UNPUBLISHED,567,450,102,1,0,0,"Wave 4 — needs reorder, older range"
3635,6464655483894,[6464655483894] MJ212 Girls Makeup Pretend Play Set,Toys (Consignment),ACTIVE_UNPUBLISHED,678,485,102,1,0,0,"Wave 4 — needs reorder, older range"
3636,8003511406165,[8003511406165] Carioca Joy Felt Tip Markers 36 Colors,School,ACTIVE_UNPUBLISHED,750,333,102,1,0,0,"Wave 4 — needs reorder, older range"
3637,4000464885099,WD1 Assorted Gift Bag Square XS,Toys,NOT_IN_SHOPIFY,657,45,25,2,6,42,"Wave 2 — in stock, existing range"
3638,1023810775006,0664 Boxer Shorts Pack Of 2,Clothing,NOT_IN_SHOPIFY,756,140,25,1,3,291,"Wave 2 — in stock, existing range"
3639,4001591767099,[40015-6035-5] Girls Snap Clips,Various,NOT_IN_SHOPIFY,337,45,25,1,5,70,"Wave 2 — in stock, existing range"
3640,4001513110099,[4001513110099] Toddler Girls Bow Hair Elastic,Various,ACTIVE_UNPUBLISHED,215,45,25,1,3,42,"Wave 2 — in stock, existing range"
3641,4000191212099,455 Hairband 2x1,Various,NOT_IN_SHOPIFY,253,50,25,1,6,108,"Wave 2 — in stock, existing range"
3642,1071493760099,[10714-C3-2] C3-2 Birthday Candle Card with Base 24 Candles Small Cutter - Red,Party,NOT_IN_SHOPIFY,137,70,25,2,7,126,"Wave 2 — in stock, existing range"
3643,1071493773099,[10714-C19-4] C19-4 Metallic Birthday Candle Card 10 Candles Large - Red,Party,NOT_IN_SHOPIFY,137,70,25,2,5,90,"Wave 2 — in stock, existing range"
3644,4000190327099,46 Hair Accessory - Claw Clip Large,Clothing,NOT_IN_SHOPIFY,377,40,25,1,2,19,"Wave 2 — in stock, existing range"
3645,281126,NEW PARTY 50,Clothing (Consignment),NOT_IN_SHOPIFY,752,95,25,2,12,348,"Wave 2 — in stock, existing range"
3646,4000190266099,12 Girls Hair Elastic,Clothing,NOT_IN_SHOPIFY,377,45,25,1,7,99,"Wave 2 — in stock, existing range"
3647,1023867011004,1481 Sleeveless Undershirt,Clothing,NOT_IN_SHOPIFY,756,85,25,1,6,296,"Wave 2 — in stock, existing range"
3648,1071491245099,[10714-323] Candle Card 3x1 - Purple (M-M),Clothing,NOT_IN_SHOPIFY,281,80,25,2,1,22,"Wave 2 — in stock, existing range"
3649,2072362121099,2878 مجموعة شخاليل 5ق 2878Rattles Pack 5pcs,Baby Essentials (Consignment),NOT_IN_SHOPIFY,96,269,75,1,0,0,"Wave 3 — needs reorder, new range"
3650,1023851152004,1477 Sleeveless Undershirt,Clothing,NOT_IN_SHOPIFY,104,85,19,1,3,168,"Wave 1 — in stock, new arrival"
3651,1017086954099,BO-1006 Sonic Bowling Set,Toys,ACTIVE_UNPUBLISHED,161,285,100,1,0,0,"Wave 4 — needs reorder, older range"
3652,6223006066366,BO-1003/BO-10038 Pins + 2 Bowling Balls,Toys,ACTIVE_UNPUBLISHED,700,285,100,1,0,0,"Wave 4 — needs reorder, older range"
3653,1071493758099,[10714-C1-2] C1-2 HBD Birthday Candle Card with Base 12 Candles Large - Gold,Party,NOT_IN_SHOPIFY,137,90,25,2,11,297,"Wave 2 — in stock, existing range"
3654,2073891414099,[20738-3109E-1] Dream Voice Classic Series Musical Instrument - Aqua,Toys (Consignment),ACTIVE_UNPUBLISHED,272,439,100,1,0,0,"Wave 4 — needs reorder, older range"
3655,1054496603099,116 Baby pillow,Baby Essentials,ACTIVE_UNPUBLISHED,78,225,74,1,0,0,"Wave 3 — needs reorder, new range"
3656,2024030300082,[10331-SY1074-14] SY1074-14 Kids Swimming Board M-I,Summer (Consignment),ACTIVE_UNPUBLISHED,435,568,100,2,0,0,"Wave 4 — needs reorder, older range"
3657,1071493737099,[10714-4000-1] Birthday Cake Candle Number 1 Glitter - Silver,Party,NOT_IN_SHOPIFY,137,60,25,4,5,35,"Wave 2 — in stock, existing range"
3658,1068380378034,2401 Sneakers,Clothing,NOT_IN_SHOPIFY,544,562,99,1,0,0,"Wave 4 — needs reorder, older range"
3659,2073812236099,ZL8290Z-ساعة يد (موسيقى - أضواء - أصوات),Toys (Consignment),ACTIVE_UNPUBLISHED,27,378,73,2,0,0,"Wave 3 — needs reorder, new range"
3660,1073634590003,15966 Gift clothes box,Clothing,ACTIVE_UNPUBLISHED,204,420,98,1,0,0,"Wave 4 — needs reorder, older range"
3661,1071402181099,[10714-02426-1] 02426 Plush Teddy Bear Medium - Grey,Various,ACTIVE_UNPUBLISHED,200,340,98,1,0,0,"Wave 4 — needs reorder, older range"
3662,1033150336099,[10331-LC75A-2] LC75A Airplane Shape Piano - Turquoise,Toys (Consignment),ACTIVE_UNPUBLISHED,197,465,98,1,0,0,"Wave 4 — needs reorder, older range"
3663,4000175962099,373 Bow Hair Clip Jeans,Clothing,NOT_IN_SHOPIFY,183,45,24,1,3,45,"Wave 2 — in stock, existing range"
3664,4001520042099,[4001520042099] Toddler Girls Acrylic Hair Clips Sortie - Multicolor,Clothing,NOT_IN_SHOPIFY,414,45,24,1,44,660,"Wave 2 — in stock, existing range"
3665,4001583961099,32 تيك تاك وردة ,Clothing,NOT_IN_SHOPIFY,134,45,24,1,1,15,"Wave 2 — in stock, existing range"
3666,4001520037099,[4001520037099] Toddler Girls Printed Bracelet - Multicolor,Clothing,NOT_IN_SHOPIFY,414,45,24,1,1,15,"Wave 2 — in stock, existing range"
3667,4000191223099,C163 Girls Bow Hair Elastic,Various,ACTIVE_UNPUBLISHED,253,45,24,1,8,120,"Wave 2 — in stock, existing range"
3668,4001562868099,[4001562868099] Girls Bandana,Various,NOT_IN_SHOPIFY,274,45,24,1,23,345,"Wave 2 — in stock, existing range"
3669,4001556986099,[40015-96-1] Toddler Girls Hair Elastic,Clothing,NOT_IN_SHOPIFY,341,45,24,1,26,390,"Wave 2 — in stock, existing range"
3670,4001556984099,[40015-235-2] Toddler Girls Hair Claw Clip - Large,Clothing,NOT_IN_SHOPIFY,341,45,24,1,10,150,"Wave 2 — in stock, existing range"
3671,2024110109253,628-A42 DOCTOR SET,Toys (Consignment),ACTIVE_UNPUBLISHED,64,531,72,2,0,0,"Wave 3 — needs reorder, new range"
3672,6941607331415,26034 Bestway Aquanaut Essentialâ„¢ protection set from 7 years,Summer,ACTIVE_UNPUBLISHED,756,350,98,2,0,0,"Wave 4 — needs reorder, older range"
3673,6222360201886,[20730-JX20188F-6] JX20188 Girls Frozen Coloring Bag Set,Toys (Consignment),ACTIVE_UNPUBLISHED,211,630,98,1,0,0,"Wave 4 — needs reorder, older range"
3674,9781837953882,My First Words,Various (Consignment),ACTIVE_UNPUBLISHED,25,318,72,1,0,0,"Wave 3 — needs reorder, new range"
3675,5010065030077,54-3007-5 PENNELLI ASSORTITI,Toys,NOT_IN_SHOPIFY,377,350,97,1,0,0,"Wave 4 — needs reorder, older range"
3676,8001011169122,Paw Patrol Multicolor Inflatable Mat (50 x 75 cm),Summer,ACTIVE_UNPUBLISHED,756,200,97,1,0,0,"Wave 4 — needs reorder, older range"
3677,9781837951437,My First 1000 Words,Various (Consignment),ACTIVE_UNPUBLISHED,25,315,72,1,0,0,"Wave 3 — needs reorder, new range"
3678,2073072751099,[20730-2802L-2] 2802L Labubu Guitar - Blue,Toys (Consignment),ACTIVE_UNPUBLISHED,211,425,97,1,0,0,"Wave 4 — needs reorder, older range"
3679,4893156032706,[4893156032706] 4M Build Your Own Robot Kit,Toys (Consignment),ACTIVE_UNPUBLISHED,753,706,96,1,0,0,"Wave 4 — needs reorder, older range"
3680,1069750706099,[1069750706099] Baby Girls Bracelet,Clothing,NOT_IN_SHOPIFY,531,40,24,1,3,33,"Wave 2 — in stock, existing range"
3681,4000958979099,4320-5 Jumbo Candle Number 5,Party,NOT_IN_SHOPIFY,603,42,24,1,6,80,"Wave 2 — in stock, existing range"
3682,4000958981099,4320-7 Jumbo Candle Number 7,Party,NOT_IN_SHOPIFY,603,42,24,1,6,80,"Wave 2 — in stock, existing range"
3683,4000958976099,4320-2 Jumbo Candle Number 2,Party,NOT_IN_SHOPIFY,603,42,24,1,11,146,"Wave 2 — in stock, existing range"
3684,20700525099,Balloon Inflator Pump,Party,NOT_IN_SHOPIFY,751,110,24,2,1,36,"Wave 2 — in stock, existing range"
3685,1003971495099,146 Bib,Baby Essentials,ACTIVE_UNPUBLISHED,120,216,71,3,0,0,"Wave 3 — needs reorder, new range"
3686,9781788244275,barbie colour by numbmers,Various (Consignment),ACTIVE_UNPUBLISHED,105,400,71,1,0,0,"Wave 3 — needs reorder, new range"
3687,9781788242295,aqua magic paw patrol,Various (Consignment),ACTIVE_UNPUBLISHED,105,400,71,1,0,0,"Wave 3 — needs reorder, new range"
3688,1038286280099,WBL25-2 Pull-String Snail Baby Toy with Light & Music,Toys (Consignment),ACTIVE_UNPUBLISHED,342,420,95,1,0,0,"Wave 4 — needs reorder, older range"
3689,9781663356246,Unicorn Gift Box,Various (Consignment),ACTIVE_UNPUBLISHED,756,420,95,1,0,0,"Wave 4 — needs reorder, older range"
3690,1071493683099,[10714-H292-1] H292-1 H-B-D Sash Headband Gold & Black,Party,NOT_IN_SHOPIFY,137,75,24,1,12,504,"Wave 2 — in stock, existing range"
3691,2056656761006,Yellow Checkered Short-Sleeved Shirt,Clothing,NOT_IN_SHOPIFY,756,399,95,1,0,0,"Wave 4 — needs reorder, older range"
3692,6954444071185,[10331-77788] Kids Hockey Playground Game Set,Toys (Consignment),ACTIVE_UNPUBLISHED,330,487,95,1,0,0,"Wave 4 — needs reorder, older range"
3693,1033192541099,[10331-S90-AV] S90-AV RC Avengers Smoke Stunt Car,Toys (Consignment),ACTIVE_UNPUBLISHED,308,450,95,1,0,0,"Wave 4 — needs reorder, older range"
3694,205669702002Y,23988 Girls Outfit Set,Clothing,ACTIVE_UNPUBLISHED,98,875,18,1,8,6000,"Wave 1 — in stock, new arrival"
3695,205669701606M,23988 Girls Outfit Set,Clothing,ACTIVE_UNPUBLISHED,98,875,18,1,7,5250,"Wave 1 — in stock, new arrival"
3696,205669702103Y,23988 Girls Outfit Set,Clothing,ACTIVE_UNPUBLISHED,98,875,18,1,8,6000,"Wave 1 — in stock, new arrival"
3697,1023885125012,0573 Pantie,Clothing,NOT_IN_SHOPIFY,62,80,18,1,1,53,"Wave 1 — in stock, new arrival"
3698,5900511148183,[10331-14818] Puzzle 100 Pieces Glitter,Toys (Consignment),ACTIVE_UNPUBLISHED,330,449,95,1,0,0,"Wave 4 — needs reorder, older range"
3699,1069785221099,[1069785221099] Toddler Girls Hair Elastic,Toys,NOT_IN_SHOPIFY,525,40,24,1,6,69,"Wave 2 — in stock, existing range"
3700,1050848604099,[1050848604099] La Frutta Baby Rubber Handle Hair Brush and Comb Set - Pink & White,Baby Essentials (Consignment),NOT_IN_SHOPIFY,751,150,24,1,1,108,"Wave 2 — in stock, existing range"
3701,1071445702099,[10714-234] Laser Football,Toys,NOT_IN_SHOPIFY,168,250,94,1,0,0,"Wave 4 — needs reorder, older range"
3702,2072596391099,"AST352 ""11.5-INCH JOE LEER JOINT DOLL SKI SUIT""",Toys (Consignment),ACTIVE_UNPUBLISHED,333,340,94,1,0,0,"Wave 4 — needs reorder, older range"
3703,1071423165099,[1071423165099] Touche Kids Silicone Swim Cap,Toys,ACTIVE_UNPUBLISHED,313,60,24,1,2,58,"Wave 2 — in stock, existing range"
3704,1069782667099,[1069782667099] Toddler Girls Hair Clip,Clothing,ACTIVE_UNPUBLISHED,606,45,24,1,5,80,"Wave 2 — in stock, existing range"
3705,1069750339099,[1069750339099] Girls Hair Sortie Set,Clothing,NOT_IN_SHOPIFY,523,45,24,1,3,48,"Wave 2 — in stock, existing range"
3706,6923364189201,18920TR True Breast Pads 30 Pieces,Baby Essentials (Consignment),ACTIVE_UNPUBLISHED,720,869,94,3,0,0,"Wave 4 — needs reorder, older range"
3707,6223007321990,The Jungle Book Snakes And Ladders,Toys (Consignment),ACTIVE_UNPUBLISHED,756,530,94,2,0,0,"Wave 4 — needs reorder, older range"
3708,4000191273099,c150 Girls Hair Elastic Fur,Various,ACTIVE_UNPUBLISHED,253,45,23,1,6,96,"Wave 2 — in stock, existing range"
3709,6957776834985,[6957776834985] G0888B Die Cast Cars Set 4 pcs,Toys (Consignment),NOT_IN_SHOPIFY,753,445,94,1,0,0,"Wave 4 — needs reorder, older range"
3710,6950329820053,Kid E Cats Block Set 16 Pcs,Toys (Consignment),ACTIVE_UNPUBLISHED,567,445,94,1,0,0,"Wave 4 — needs reorder, older range"
3711,1067896596099,B-129  Baby Potty Training Seat  space ازرق,Baby Essentials,ACTIVE_UNPUBLISHED,60,250,69,1,0,0,"Wave 3 — needs reorder, new range"
3712,1050850700099,[1050850700099] WEE Baby Pacifier with Chain (0-6M) - Fuchsia,Baby Essentials (Consignment),NOT_IN_SHOPIFY,526,198,23,1,1,150,"Wave 2 — in stock, existing range"
3713,2025010108278,X168-15 DIY CLAY SET,Toys (Consignment),ACTIVE_UNPUBLISHED,64,325,68,1,0,0,"Wave 3 — needs reorder, new range"
3714,2025010108285,X168-16A DIY CLAY SET,Toys (Consignment),ACTIVE_UNPUBLISHED,64,325,68,1,0,0,"Wave 3 — needs reorder, new range"
3715,4001537169099,249 استك شعر بناتي ,Various,NOT_IN_SHOPIFY,131,40,23,1,13,156,"Wave 2 — in stock, existing range"
3716,4000185288099,631- Waist Bag C-A - Blue,Various,ACTIVE_UNPUBLISHED,176,185,92,1,0,0,"Wave 4 — needs reorder, older range"
3717,4000185292099,631- Waist Bag Stitch - Blue,Various,ACTIVE_UNPUBLISHED,176,185,92,1,0,0,"Wave 4 — needs reorder, older range"
3718,1065895749099,[1065895749099] M944 Baby Rubber Knee Pad - Baby Blue Elephant,Baby Essentials,ACTIVE_UNPUBLISHED,727,170,92,2,0,0,"Wave 4 — needs reorder, older range"
3719,2073614864099,ZTYN612P Plasma Car,Toys (Consignment),NOT_IN_SHOPIFY,286,26,23,0,1,918,"Wave 2 — in stock, existing range"
3720,1023850330004,0558 Pantie,Clothing,ACTIVE_UNPUBLISHED,428,420,92,6,0,0,"Wave 4 — needs reorder, older range"
3721,5900511343960,[5900511343960] Puzzle 4-in-1 Set - Style 34396,Toys (Consignment),NOT_IN_SHOPIFY,753,481,92,1,0,0,"Wave 4 — needs reorder, older range"
3722,6464654309492,[6464654309492] ZY2001 Toy Basketball Gym,Toys (Consignment),NOT_IN_SHOPIFY,533,435,92,1,0,0,"Wave 4 — needs reorder, older range"
3723,1069765890099,[1069765890099] Kids Smiley Shoulder Bag - Blue,Various,ACTIVE_UNPUBLISHED,623,180,92,1,0,0,"Wave 4 — needs reorder, older range"
3724,4893156034359,[4893156034359] 4M Toy DIY Wacky Robot Kit,Toys (Consignment),NOT_IN_SHOPIFY,753,670,91,1,0,0,"Wave 4 — needs reorder, older range"
3725,6920003351739,AST028-SPACE SAND DINOSAUR SET (70G),Toys (Consignment),NOT_IN_SHOPIFY,447,108,23,1,1,72,"Wave 2 — in stock, existing range"
3726,2220000002289,Tote Bag (Medium) - A-V,School (Consignment),ACTIVE_UNPUBLISHED,567,400,91,1,0,0,"Wave 4 — needs reorder, older range"
3727,2220000002265,Tote Bag (Medium) - Birds,School (Consignment),ACTIVE_UNPUBLISHED,567,400,91,1,0,0,"Wave 4 — needs reorder, older range"
3728,2220000002288,Tote Bag (Medium) - Dino,School (Consignment),ACTIVE_UNPUBLISHED,567,400,91,1,0,0,"Wave 4 — needs reorder, older range"
3729,8008324099658,[8008324099658] Lisciani Avengers Double Face Maxi Plus Puzzle 60 Pieces,Toys (Consignment),ACTIVE_UNPUBLISHED,439,400,91,1,0,0,"Wave 4 — needs reorder, older range"
3730,8005125247547,24754 PZL 2X20 UNICORNS,Toys (Consignment),ACTIVE_UNPUBLISHED,427,400,91,1,0,0,"Wave 4 — needs reorder, older range"
3731,8005125293094,29309 PZL 180 FROZEN 2,Toys (Consignment),ACTIVE_UNPUBLISHED,481,400,91,1,0,0,"Wave 4 — needs reorder, older range"
3732,1069750732099,[1069750732099] Girls Rose Hair Ties Set,Clothing,NOT_IN_SHOPIFY,531,40,23,1,1,12,"Wave 2 — in stock, existing range"
3733,0795847087351,Vegetable and fruit cleaner 500ml,Baby Essentials (Consignment),NOT_IN_SHOPIFY,547,100,23,1,49,3182,"Wave 2 — in stock, existing range"
3734,2072596372099,6055412 BAT FGR 6in Value Figs GML8pkM06,Toys (Consignment),ACTIVE_UNPUBLISHED,333,325,91,1,0,0,"Wave 4 — needs reorder, older range"
3735,2072596373099,6055412 BAT FGR 6in Value Figs GML8pkM06,Toys (Consignment),ACTIVE_UNPUBLISHED,333,325,91,1,0,0,"Wave 4 — needs reorder, older range"
3736,2072596377099,6055412 BAT FGR 6in Value Figs GML8pkM06,Toys (Consignment),ACTIVE_UNPUBLISHED,333,325,91,1,0,0,"Wave 4 — needs reorder, older range"
3737,2073835854099,"[20738-BB992W3] BB992W3 Spider-Man Gel Blaster Gloves, Mask & Figure Set - Multicolor",Toys (Consignment),ACTIVE_UNPUBLISHED,246,399,91,1,0,0,"Wave 4 — needs reorder, older range"
3738,5900511372892,"Jigsaw Puzzle Galloping White Horses, 500 Piece",Toys (Consignment),NOT_IN_SHOPIFY,756,430,91,1,0,0,"Wave 4 — needs reorder, older range"
3739,6222025704594,[6222025704594] Mickey Gift Wrapping Paper,Various (Consignment),NOT_IN_SHOPIFY,753,60,23,2,19,285,"Wave 2 — in stock, existing range"
3740,1023866973010,1477 Sleeveless Undershirt,Clothing,NOT_IN_SHOPIFY,756,95,23,1,5,311,"Wave 2 — in stock, existing range"
3741,1071493660099,[10714-853] Balloon Bag 6x1 Boy or Girl,Party,NOT_IN_SHOPIFY,137,60,23,3,20,200,"Wave 2 — in stock, existing range"
3742,1060852331099,m217 Baby diaper,Baby Essentials,ACTIVE_UNPUBLISHED,725,159,90,1,0,0,"Wave 4 — needs reorder, older range"
3743,1060852330099,m217 Baby diaper,Baby Essentials,ACTIVE_UNPUBLISHED,725,159,90,1,0,0,"Wave 4 — needs reorder, older range"
3744,000228170008,22817- Socks ,Clothing (Consignment),NOT_IN_SHOPIFY,278,99,22,1,5,322,"Wave 2 — in stock, existing range"
3745,5900511343816,[5900511343816] Puzzle 4-in-1 Set - Style 34381,Toys (Consignment),ACTIVE_UNPUBLISHED,631,425,89,1,0,0,"Wave 4 — needs reorder, older range"
3746,6932995432198,D3219/Air Dry Soft Clay 24 Colors,Toys (Consignment),ACTIVE_UNPUBLISHED,751,425,89,1,0,0,"Wave 4 — needs reorder, older range"
3747,6464655118604,[6464655118604] Kids Nail Accessories Pretend Play Set,Toys (Consignment),ACTIVE_UNPUBLISHED,558,425,89,1,0,0,"Wave 4 — needs reorder, older range"
3748,6222025700978,[6222025700978] Carpenter Playset M-K,Toys (Consignment),NOT_IN_SHOPIFY,753,425,89,1,0,0,"Wave 4 — needs reorder, older range"
3749,2024050105667,8080A-7\FRICTION DISMOUNTING  MOTORCYCLE WITH SOUND/LIGHT/MUSIC,Toys (Consignment),ACTIVE_UNPUBLISHED,690,425,89,1,0,0,"Wave 4 — needs reorder, older range"
3750,6924124145215,HT-215-CAR TOYS,Toys (Consignment),NOT_IN_SHOPIFY,537,393,89,1,0,0,"Wave 4 — needs reorder, older range"
3751,1054496597099,5419 Bib,Baby Essentials,ACTIVE_UNPUBLISHED,78,200,66,1,0,0,"Wave 3 — needs reorder, new range"
3752,4000191252099,c57 Hair Clip & Bobby Pin,Various,NOT_IN_SHOPIFY,253,165,89,3,0,0,"Wave 4 — needs reorder, older range"
3753,1043615618099,1510 Hair Clip,Various,NOT_IN_SHOPIFY,113,130,66,2,0,0,"Wave 3 — needs reorder, new range"
3754,4041485617099,Sticky Note Fluorescent Blue 40*50mm - 300 Sheets,School (Consignment),NOT_IN_SHOPIFY,532,80,22,1,4,192,"Wave 2 — in stock, existing range"
